Data;Ultimo
30/08/2018;2901.13
31/08/2018;2901.52
04/09/2018;2896.72
05/09/2018;2888.60
06/09/2018;2878.05
07/09/2018;2871.68
10/09/2018;2877.13
11/09/2018;2887.89
12/09/2018;2888.92
13/09/2018;2904.18
14/09/2018;2904.98
17/09/2018;2888.80
18/09/2018;2904.31
19/09/2018;2907.95
20/09/2018;2930.75
21/09/2018;2929.67
24/09/2018;2919.37
25/09/2018;2915.56
26/09/2018;2905.97
27/09/2018;2914.00
28/09/2018;2913.98
01/10/2018;2924.59
02/10/2018;2923.43
03/10/2018;2925.51
04/10/2018;2901.61
05/10/2018;2885.57
08/10/2018;2884.43
09/10/2018;2880.34
10/10/2018;2785.68
11/10/2018;2728.37
12/10/2018;2767.13
15/10/2018;2750.79
16/10/2018;2809.92
17/10/2018;2809.21
18/10/2018;2768.78
19/10/2018;2767.78
22/10/2018;2755.88
23/10/2018;2740.69
24/10/2018;2656.10
25/10/2018;2705.57
26/10/2018;2658.69
29/10/2018;2641.25
30/10/2018;2682.63
31/10/2018;2711.74
01/11/2018;2740.37
02/11/2018;2723.06
05/11/2018;2738.31
06/11/2018;2755.45
07/11/2018;2813.89
08/11/2018;2806.83
09/11/2018;2781.01
12/11/2018;2726.22
13/11/2018;2722.18
14/11/2018;2701.58
15/11/2018;2730.20
16/11/2018;2736.27
19/11/2018;2690.73
20/11/2018;2641.89
21/11/2018;2649.93
23/11/2018;2632.56
26/11/2018;2673.45
27/11/2018;2682.17
28/11/2018;2743.79
29/11/2018;2737.76
30/11/2018;2760.17
03/12/2018;2790.37
04/12/2018;2700.06
06/12/2018;2695.95
07/12/2018;2633.08
10/12/2018;2637.72
11/12/2018;2636.78
12/12/2018;2651.07
13/12/2018;2650.54
14/12/2018;2599.95
17/12/2018;2545.94
18/12/2018;2546.16
19/12/2018;2506.96
20/12/2018;2467.42
21/12/2018;2416.62
24/12/2018;2351.10
26/12/2018;2467.70
27/12/2018;2488.83
28/12/2018;2485.74
31/12/2018;2506.85
02/01/2019;2510.03
03/01/2019;2447.89
04/01/2019;2531.94
07/01/2019;2549.69
08/01/2019;2574.41
09/01/2019;2584.96
10/01/2019;2596.64
11/01/2019;2596.26
14/01/2019;2582.61
15/01/2019;2610.30
16/01/2019;2616.10
17/01/2019;2635.96
18/01/2019;2670.71
22/01/2019;2632.90
23/01/2019;2638.70
24/01/2019;2642.33
25/01/2019;2664.76
28/01/2019;2643.85
29/01/2019;2640.00
30/01/2019;2681.05
31/01/2019;2704.10
01/02/2019;2706.53
04/02/2019;2724.87
05/02/2019;2737.70
06/02/2019;2731.61
07/02/2019;2706.05
08/02/2019;2707.88
11/02/2019;2709.80
12/02/2019;2744.73
13/02/2019;2753.03
14/02/2019;2745.73
15/02/2019;2775.60
19/02/2019;2779.76
20/02/2019;2784.70
21/02/2019;2774.88
22/02/2019;2792.67
25/02/2019;2796.11
26/02/2019;2793.90
27/02/2019;2792.38
28/02/2019;2784.49
01/03/2019;2803.69
04/03/2019;2792.81
05/03/2019;2789.65
06/03/2019;2771.45
07/03/2019;2748.93
08/03/2019;2743.07
11/03/2019;2783.30
12/03/2019;2791.52
13/03/2019;2810.92
14/03/2019;2808.48
15/03/2019;2822.48
18/03/2019;2832.94
19/03/2019;2832.57
20/03/2019;2824.23
21/03/2019;2854.88
22/03/2019;2800.71
25/03/2019;2798.36
26/03/2019;2818.46
27/03/2019;2805.37
28/03/2019;2815.44
29/03/2019;2834.40
01/04/2019;2867.19
02/04/2019;2867.24
03/04/2019;2873.40
04/04/2019;2879.39
05/04/2019;2892.74
08/04/2019;2895.77
09/04/2019;2878.20
10/04/2019;2888.21
11/04/2019;2888.32
12/04/2019;2907.41
15/04/2019;2905.58
16/04/2019;2907.06
17/04/2019;2900.45
18/04/2019;2905.03
22/04/2019;2907.97
23/04/2019;2933.68
24/04/2019;2927.25
25/04/2019;2926.17
26/04/2019;2939.88
29/04/2019;2943.03
30/04/2019;2945.83
01/05/2019;2923.73
02/05/2019;2917.52
03/05/2019;2945.64
06/05/2019;2932.47
07/05/2019;2884.05
08/05/2019;2879.42
09/05/2019;2870.72
10/05/2019;2881.40
13/05/2019;2811.87
14/05/2019;2834.41
15/05/2019;2850.96
16/05/2019;2876.32
17/05/2019;2859.53
20/05/2019;2840.23
